institution,course_name,url,year,module_name,credits,type,bucket_1,bucket_2
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Post-colonial and De-colonial International Theory,,,IR Theory & Global Order,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,"Protest Politics in a Post-Political Age: Reform, Resistance or Revolution?",,,Political Theory & Philosophy,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Scottish Politics / Scottish Politics,,,Comparative & British Politics,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Securitisation and the New Security Agenda,,,Security & Conflict,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,US Foreign Policy,,,Diplomacy & Foreign Policy,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,War and International Security,,,Security & Conflict,
Leeds,BA (hons) international relations,https://courses.leeds.ac.uk/202526/a753/international-relations-ba,Year 1,The Politics of Global Challenges: Becoming an Independent Researcher,40,,Research Methods & Dissertation,
Leeds,BA (hons) international relations,https://courses.leeds.ac.uk/202526/a753/international-relations-ba,Year 1,International Politics,20,,IR Theory & Global Order,
Leeds,BA (hons) international relations,https://courses.leeds.ac.uk/202526/a753/international-relations-ba,Year 1,Making of the Modern World,20,,Sociology & History,
Leeds,BA (hons) international relations,https://courses.leeds.ac.uk/202526/a753/international-relations-ba,Year 1,Comparative Politics,20,,Comparative & British Politics,
Leeds,BA (hons) international relations,https://courses.leeds.ac.uk/202526/a753/international-relations-ba,Year 2,Approaches to Analysis,20,,Research Methods & Dissertation,
Leeds,BA (hons) international relations,https://courses.leeds.ac.uk/202526/a753/international-relations-ba,Year 2,Theories of International Relations,20,,IR Theory & Global Order,
Leeds,BA (hons) international relations,https://courses.leeds.ac.uk/202526/a753/international-relations-ba,Year 2,Global Security Challenges,20,,Security & Conflict,
Leeds,BA (hons) international relations,https://courses.leeds.ac.uk/202526/a753/international-relations-ba,Year 2,Politics and Policy in the EU,20,,Regional & Area Studies,
Leeds,BA (hons) international relations,https://courses.leeds.ac.uk/202526/a753/international-relations-ba,Year 2,"Analysing Data in Politics, International Development and International Relations",20,,Research Methods & Dissertation,
Leeds,BA (hons) international relations,https://courses.leeds.ac.uk/202526/a753/international-relations-ba,Year 2,United States Politics,20,,Regional & Area Studies,
Leeds,BA (hons) international relations,https://courses.leeds.ac.uk/202526/a753/international-relations-ba,Year 2,Politics of Contemporary China,20,,Regional & Area Studies,
Leeds,BA (hons) international relations,https://courses.leeds.ac.uk/202526/a753/international-relations-ba,Year 2,State and Politics in Africa,20,,Regional & Area Studies,
Leeds,BA (hons) international relations,https://courses.leeds.ac.uk/202526/a753/international-relations-ba,Year 2,The Political Economy of North-South Relations,20,,International Political Economy,
Leeds,BA (hons) international relations,https://courses.leeds.ac.uk/202526/a753/international-relations-ba,Year 3,POLIS Final Year Project,40,,Research Methods & Dissertation,
Leeds,BA (hons) international relations,https://courses.leeds.ac.uk/202526/a753/international-relations-ba,Year 3,British Foreign Policy,20,optional,Diplomacy & Foreign Policy,Comparative & British Politics
Leeds,BA (hons) international relations,https://courses.leeds.ac.uk/202526/a753/international-relations-ba,Year 3,"Gender, Violence, and Security in Global Politics",20,optional,"Gender, Identity & Society",Security & Conflict
Leeds,BA (hons) international relations,https://courses.leeds.ac.uk/202526/a753/international-relations-ba,Year 3,American Foreign Policy,20,optional,Diplomacy & Foreign Policy,Regional & Area Studies
Leeds,BA (hons) international relations,https://courses.leeds.ac.uk/202526/a753/international-relations-ba,Year 3,Terrorism,20,optional,Security & Conflict,
Leeds,BA (hons) international relations,https://courses.leeds.ac.uk/202526/a753/international-relations-ba,Year 3,Europe in the World,20,optional,Regional & Area Studies,IR Theory & Global Order
Leeds,BA (hons) international relations,https://courses.leeds.ac.uk/202526/a753/international-relations-ba,Year 3,Nuclear Weapons and Global Politics,20,optional,Security & Conflict,
Leeds,BA (hons) international relations,https://courses.leeds.ac.uk/202526/a753/international-relations-ba,Year 3,Global Political Economy,20,optional,International Political Economy,
Leeds,BA (hons) modern languages & international relations,https://courses.leeds.ac.uk/202526/j042/modern-languages-and-international-relations-ba,Year 4,British Foreign Policy,,optional,Diplomacy & Foreign Policy,Comparative & British Politics
Leeds,BA (hons) modern languages & international relations,https://courses.leeds.ac.uk/202526/j042/modern-languages-and-international-relations-ba,Year 4,Gender and Security in Global Politics,,optional,"Gender, Identity & Society",Security & Conflict
Leeds,BA (hons) modern languages & international relations,https://courses.leeds.ac.uk/202526/j042/modern-languages-and-international-relations-ba,Year 4,"Terrorism: Concepts, Debates, Cases",,optional,Security & Conflict,
Leeds,BA (hons) modern languages & international relations,https://courses.leeds.ac.uk/202526/j042/modern-languages-and-international-relations-ba,Year 4,"Video Games: Politics, Society and Culture",,optional,"Media, Communication & Culture",
Leeds,BA (hons) modern languages & international relations,https://courses.leeds.ac.uk/202526/j042/modern-languages-and-international-relations-ba,Year 4,Violence and Reconciliation in Africa,,optional,Security & Conflict,Regional & Area Studies
Leeds,BA (hons) modern languages & international relations,https://courses.leeds.ac.uk/202526/j042/modern-languages-and-international-relations-ba,Year 4,Europe in the World,,optional,Regional & Area Studies,IR Theory & Global Order
Leeds,BA (hons) modern languages & international relations,https://courses.leeds.ac.uk/202526/j042/modern-languages-and-international-relations-ba,Year 4,Nuclear Weapons and Global Politics,,optional,Security & Conflict,
Leeds,BA (hons) modern languages & international relations,https://courses.leeds.ac.uk/202526/j042/modern-languages-and-international-relations-ba,Year 4,Global Political Economy,,optional,International Political Economy,
Leeds,BA (hons) politics,https://courses.leeds.ac.uk/202526/f552/politics-ba,Year 1,The Politics of Global Challenges: Becoming an Independent Researcher,40,,Research Methods & Dissertation,
Leeds,BA (hons) politics,https://courses.leeds.ac.uk/202526/f552/politics-ba,Year 1,Comparative Politics,20,,Comparative & British Politics,
Leeds,BA (hons) politics,https://courses.leeds.ac.uk/202526/f552/politics-ba,Year 1,British Politics,20,,Comparative & British Politics,
Leeds,BA (hons) politics,https://courses.leeds.ac.uk/202526/f552/politics-ba,Year 1,Freedom Power and Resistance,20,,Political Theory & Philosophy,
Leeds,BA (hons) politics,https://courses.leeds.ac.uk/202526/f552/politics-ba,Year 2,Approaches to Analysis,20,,Research Methods & Dissertation,
Leeds,BA (hons) politics,https://courses.leeds.ac.uk/202526/f552/politics-ba,Year 2,Revolution and Reaction,20,,Political Theory & Philosophy,Sociology & History
Leeds,BA (hons) politics,https://courses.leeds.ac.uk/202526/f552/politics-ba,Year 2,"Justice, Conflict and Community",20,,Political Theory & Philosophy,Sociology & History
Leeds,BA (hons) politics,https://courses.leeds.ac.uk/202526/f552/politics-ba,Year 2,The Labour Party since 1945,20,,Comparative & British Politics,
Leeds,BA (hons) politics,https://courses.leeds.ac.uk/202526/f552/politics-ba,Year 2,Politics and Policy in the EU,20,,Regional & Area Studies,
Leeds,BA (hons) politics,https://courses.leeds.ac.uk/202526/f552/politics-ba,Year 2,Media and Democracy,20,,"Media, Communication & Culture",Comparative & British Politics
Leeds,BA (hons) politics,https://courses.leeds.ac.uk/202526/f552/politics-ba,Year 2,United States Politics,20,,Regional & Area Studies,
Leeds,BA (hons) politics,https://courses.leeds.ac.uk/202526/f552/politics-ba,Year 2,State and Politics in Africa,20,,Regional & Area Studies,
Leeds,BA (hons) politics,https://courses.leeds.ac.uk/202526/f552/politics-ba,Year 2,Planet Politics,20,,Environment & Sustainability,
Leeds,BA (hons) politics,https://courses.leeds.ac.uk/202526/f552/politics-ba,Year 2,Britain in Flux,20,,Comparative & British Politics,
Leeds,BA (hons) politics,https://courses.leeds.ac.uk/202526/f552/politics-ba,Year 3,POLIS Final Year Project,40,,Research Methods & Dissertation,
Leeds,BA (hons) politics,https://courses.leeds.ac.uk/202526/f552/politics-ba,Year 3,Video Games,20,optional,"Media, Communication & Culture",
Leeds,BA (hons) politics,https://courses.leeds.ac.uk/202526/f552/politics-ba,Year 3,Nuclear Weapons and Global Politics,20,optional,Security & Conflict,
Leeds,BA (hons) politics,https://courses.leeds.ac.uk/202526/f552/politics-ba,Year 3,Ethics and Politics of Human Rights,20,optional,Political Theory & Philosophy,Human Rights & Humanitarianism
Leeds,BA (hons) politics,https://courses.leeds.ac.uk/202526/f552/politics-ba,Year 3,British Foreign Policy,20,optional,Diplomacy & Foreign Policy,Comparative & British Politics
Leeds,BA (hons) politics,https://courses.leeds.ac.uk/202526/f552/politics-ba,Year 3,The Far Right in Europe and Beyond,20,optional,Comparative & British Politics,Regional & Area Studies
Leeds,BA (hons) politics,https://courses.leeds.ac.uk/202526/f552/politics-ba,Year 3,Rethinking Resistance,20,optional,Political Theory & Philosophy,
Leeds,BA (hons) politics,https://courses.leeds.ac.uk/202526/f552/politics-ba,Year 3,Politics of National Identity in the UK,20,optional,"Gender, Identity & Society",Comparative & British Politics
Leeds,BA (hons) politics,https://courses.leeds.ac.uk/202526/f552/politics-ba,Year 3,"Gender, Violence and Security in Global Politics",20,optional,"Gender, Identity & Society",Security & Conflict
Leeds,BA (hons) politics,https://courses.leeds.ac.uk/202526/f552/politics-ba,Year 3,Terrorism,20,optional,Security & Conflict,
Leeds,BA (hons) politics,https://courses.leeds.ac.uk/202526/f552/politics-ba,Year 3,The End of British Politics?,20,optional,Comparative & British Politics,
Leeds,BA (hons) politics,https://courses.leeds.ac.uk/202526/f552/politics-ba,Year 3,Europe in the World,20,optional,Regional & Area Studies,IR Theory & Global Order
Leeds,BSc (hons) social & political sciences,https://courses.leeds.ac.uk/202526/j441/social-and-political-sciences-bsc,Year 1,Comparative Politics,20,,Comparative & British Politics,
Leeds,BSc (hons) social & political sciences,https://courses.leeds.ac.uk/202526/j441/social-and-political-sciences-bsc,Year 1,International Politics,20,,IR Theory & Global Order,
Leeds,BSc (hons) social & political sciences,https://courses.leeds.ac.uk/202526/j441/social-and-political-sciences-bsc,Year 1,Making Sense of Society: Reading Social Theory,20,,Sociology & History,
Leeds,BSc (hons) social & political sciences,https://courses.leeds.ac.uk/202526/j441/social-and-political-sciences-bsc,Year 1,Formations of Coloniality and Modernity,20,,Political Theory & Philosophy,"Gender, Identity & Society"
Leeds,BSc (hons) social & political sciences,https://courses.leeds.ac.uk/202526/j441/social-and-political-sciences-bsc,Year 2,Sociology and Social Policy Research Methods,20,,Research Methods & Dissertation,Sociology & History
Leeds,BSc (hons) social & political sciences,https://courses.leeds.ac.uk/202526/j441/social-and-political-sciences-bsc,Year 2,Theories of International Relations,20,optional,IR Theory & Global Order,
Leeds,BSc (hons) social & political sciences,https://courses.leeds.ac.uk/202526/j441/social-and-political-sciences-bsc,Year 2,Revolution and Reaction: Political Problems in the 20th Century,20,optional,Political Theory & Philosophy,Sociology & History
Leeds,BSc (hons) social & political sciences,https://courses.leeds.ac.uk/202526/j441/social-and-political-sciences-bsc,Year 2,"Justice, Community and Conflict",20,optional,Political Theory & Philosophy,Sociology & History
Leeds,BSc (hons) social & political sciences,https://courses.leeds.ac.uk/202526/j441/social-and-political-sciences-bsc,Year 2,Key Debates in Social Policy,20,optional,Sociology & History,
Leeds,BSc (hons) social & political sciences,https://courses.leeds.ac.uk/202526/j441/social-and-political-sciences-bsc,Year 2,Central Problems in Sociology,20,optional,Sociology & History,
Leeds,BSc (hons) social & political sciences,https://courses.leeds.ac.uk/202526/j441/social-and-political-sciences-bsc,Year 3,Dissertation,40,,Research Methods & Dissertation,
Leeds,BSc (hons) social & political sciences,https://courses.leeds.ac.uk/202526/j441/social-and-political-sciences-bsc,Year 3,Research Skills for your Dissertation,20,,Research Methods & Dissertation,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 1,After Empire: Regions and Powers in World Politics,,,IR Theory & Global Order,Regional & Area Studies
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 1,Conflict and Diplomacy Since 1945,,,Security & Conflict,Diplomacy & Foreign Policy
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 1,Global Wealth and Inequality: An Introduction to International Political Economy,,,International Political Economy,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 1,Perspectives from the Global South,,,IR Theory & Global Order,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 1,Political Science Concepts and Institutions,,,Political Theory & Philosophy,Comparative & British Politics
